"business_name","business_address","business_city","business_state","business_zip","contact_name","primary_phone","email_address","major_field_of_operation","commodity_code_description"
"BRILLIANT ENVIRONMENTAL SERVICES","163 ROUTE 37 WEST, SUITE 201","TOMS RIVER","NJ","8755","PHILIP BRILLIANT","(732)818-3380","BRILLIANT@BRILLIANTENVIRONMENTAL.COM","FULL SERVICE ENVIRONMENTAL CONSULTING FIRM","ENVIRONMENTAL CONSULTING  |  ENVIRONMENTAL AND ECOLOGICAL SERVICES  |  ECOLOGICAL SERVICES  |  ENVIRONMENTAL SERVICES (NOT OTHERWISE CLASSIFIED)  |  INVESTIGATION SERVICES, POLLUTION  |  PERMITTING SERVICES, ENVIRONMENTAL  |  PLANNING AND ADVISORY SERVICES, ENVIRONMENTAL  |  REMEDIATION SERVICES, ENVIRONMENTAL, INCLUDING REHABILITATION SERVICES HAZARDOUS WASTE AND MOLD REMEDIATION  |  SITE ASSESSMENT, ENVIRONMENTAL  |  SOIL, SOIL VAPOR AND GROUNDWATER SAMPLING AND ANALYSIS, INCLUDING DISPOSAL  |  SUBSURFACE TESTING, ENVIRONMENTAL  |  TANK TESTING AND DISPOSAL SERVICES, STORAGE, INCLUDING UNDERGROUND TYPES  |  WETLAND DELINEATIONS, INCLUDING ASSESSMENTS"
"HAUPTMAN FLOOR COVERING CO.","307 CENTRAL AVE","JERSEY CITY","NJ","7307","GARY SOLOMON","(201)659-5195","HAUPTMANFLOORS@GMAIL.COM","FLOOR AND WINDOW COVERINGS","MATS, FLOOR (SEE 760-56 FOR HEAVY EQUIPMENT TYPE), AUTOMOTIVE  |  GROUT SEALER (INACTIVE, PLEASE SEE COMMODITY CODE 135-40 EFFECTIVE JANUARY 1, 2016)  |  GROUT, SEALER AND COLORING, TILE  |  TILE, DECORATIVE (INACTIVE, SEE COMMODITY CODE 135-64, EFFECTIVE JANUARY 1, 2016)  |  TILE: FLOOR AND WALL, CERAMIC, DECORATIVE, GLAZED  |  TILE: FLOOR AND WALL, CERAMIC, UNGLAZED  |  TILE SEALANT  (INACTIVE, PLEASE SEE COMMODITY CODE 135-40 EFFECTIVE JANUARY 1, 2016)  |  CURTAINS, DRAPERIES, AND SCARVES  |  CURTAIN AND DRAPERY HARDWARE: HOOKS, RODS, ETC.  |  MATERIAL, DRAPERY  |  VALANCES AND CORNICES  |  FLOOR COVERING, FLOOR COVERING INSTALLATION AND REMOVAL EQUIPMENT, AND SUPPLIES  |  ADHESIVE, CEMENT AND MASTIC  |  BASE, RESILIENT, COVE AND STRAIGHT  |  CARPETS AND RUGS: COTTON, SYNTHETIC, WOOL, ETC.  |  CARPET AND RUG MILLS (INACTIVE, EFFECTIVE JANUARY 1, 2016)  |  FLOOR COVERING, SEAMLESS, ALL TYPES  |  HARDWOOD FLOORING  |  INSTALLATION SUPPLIES: ADHESIVE EDGE STRIP, SEAM TAPE, TACK STRIPS, ETC.  |  LINOLEUM  |  NONSLIP FLOOR COVERINGS: MATS, ROLLS, STRIPS, ETC.  |  PADDING AND CUSHIONING, CARPET  |  RUGS, CUT AND BOUND SIZES: COTTON, SYNTHETIC, WOOL, ETC.  |  RUNNERS, CARPET AND FABRIC  |  RUNNERS, RUBBER AND SYNTHETIC  |  SHEET VINYL, CUSHIONED  |  SHEET VINYL, NON-CUSHIONED  |  STAIR TREADS, METAL, RUBBER AND VINYL  |  STAIR TREADS, RUBBER  (INACTIVE, PLEASE SEE COMMODITY CODE 360-65 EFFECTIVE JANUARY 1, 2016)  |  STAIR TREADS, VINYL (INACTIVE, PLEASE SEE COMMODITY CODE 360-65 EFFECTIVE JANUARY 1, 2016)  |  TILE, ASPHALT  |  TILE, CARPET  |  TILE, COMPOSITION ASBESTOS-VINYL  |  TILE, CORK  |  TILE, PARQUET  |  TILE, RUBBER  |  TILE, VINYL  |  TOOLS AND EQUIPMENT, FLOOR INSTALLATION  |  DOOR MATS, ALL TYPES  |  FLOORS, MATTING  |  MATS, ALL KINDS (NOT OTHERWISE CLASSIFIED)  (INACTIVE, PLEASE SEE COMMODITY CODE 360-27 EFFECTIVE JANUARY 1, 2016)  |  MATS, FLOOR, FOR HEAVY EQUIPMENT (SEE 055-61 FOR AUTOMOTIVE TYPE)  |  FLOORING, TEMPORARY PORTABLE, ATHLETIC FACILITY  |  VENETIAN BLINDS, AWNINGS, AND SHADES  |  REFLECTIVE FILM, SOLAR TYPE SUN SCREEN  |  SHADE SCREENS, LOUVERED OR PERFORATED  |  VENETIAN BLINDS CORD AND TAPE  |  VENETIAN BLINDS, METAL, AUDIO-VISUAL AND STANDARD  |  VENETIAN BLINDS, WOOD  |  VERTICAL BLINDS, ALL TYPES  |  WINDOW SHADES  |  CARPET CLEANING, DYEING, INSTALLATION AND REPAIR SERVICES  |  DRAPERY AND CURTAIN INSTALLATION, MAINTENANCE AND REPAIR SERVICES  |  DRAPERY AND CURTAIN FABRICATION SERVICES  |  FLOORING MAINTENANCE AND REPAIR, INCLUDING REFINISHING AND SEALING SERVICES  |  TINTING SERVICES, WINDOW  |  SANDBLASTING SERVICES, BUILDINGS (SEE 968-67 FOR ALL OTHER TYPES)  |  FLOORING"
"M. B. MARKLAND CONTRACTING CO. (AKA) M.B. MARKLAND CONTRACTING CO.","120 MARLIN LANE, SUITE A","MAYS LANDING","NJ","8330","CHRIS JENSEN","(609)837-0344","INFO@MBMARKLAND.COM","GENERAL BUILDING CONTRACTOR","BUILDING CONSTRUCTION SERVICES, NEW, INCLUDING MAINTENANCE AND REPAIR SERVICES"
"H. BARRON IRON WORKS, INC.","316 WATER ST, PO BOX 81","GLOUCESTER CITY","NJ","8030","DENNIS BARRON","(856)456-4225","HBIW@VERIZON.NET","STRUCTURAL STEEL FABRICATION AND ERECTION
ALL TYPES OF FENCING AND GATES INSTALLATION
ORNAMENTAL IRON FABRICATION AND INSTALLATION","OFFICE BUILDINGS, MODULAR AND PORTABLE  |  FENCING, CHAIN LINK, INCLUDING FABRIC, GATES, PANELS, POSTS AND FITTINGS  |  FENCING, WROUGHT IRON, INCLUDING COMPONENTS  |  FENCING, PLASTIC  |  FENCING, ORNAMENTAL  |  FENCING, SPLIT RAIL  |  FENCING, WOOD, INCLUDING COMPONENTS  |  RECYCLED FENCING AND SUPPLIES  |  ORNAMENTAL IRONWORK  |  STEEL, FABRICATED: BEAMS, GABIONS, GRATINGS, WALKWAYS, WINDOW BARS, AND CUSTOM-MADE STEEL ITEMS"
"BD ENGINEERING LLC","44 MAIN STREET","FARMINGDALE","NJ","7727","BRIAN TANNENHAUS","(732)886-5432","BT@BD-ENGINEERING.COM","ENGINEERING MEP FIRM AND CONSULTING SERVICES","TREE AND ROOT CUTTERS AND STUMP GRINDERS, TRACTOR MOUNTED  |  MISCELLANEOUS PRODUCTS (NOT OTHERWISE CLASSIFIED)  |  ENGINEERING CONSULTING  (INACTIVE, PLEASE SEE COMMODITY CODE 907-40 EFFECTIVE JANUARY 1, 2016)  |  ENGINEERING SERVICES, PROFESSIONAL  |  ENGINEER SERVICES, PROFESSIONAL (INACTIVE, EFFECTIVE JANUARY 1, 2016)"
"RARITAN GROUP INCORPORATED (AKA) RARITAN PIPE & SUPPLY / RARITAN VALVE & AUTOMATION","301 MEADOW ROAD","EDISON","NJ","8817","CINDY PERLMAN","(732)985-5000","FINANCIALDEPARTMENT@RARITANGROUP.COM","WHOLESALE DISTRIBUTOR OF PIPE, VALVES AND FITTINGS","FITTINGS, FOR COPPER TUBING  |  CULVERTS, CORRUGATED METAL, INCLUDING WELL CASING PIPE  |  IRRIGATION PIPE, METAL  |  CASTINGS, GRAY IRON  |  PIPE, TUBING, AND ACCESSORIES, NOT FITTINGS  |  PIPE, ALLOY STEEL, CHROME, CHROME-MOLY, FERROUS AND NON FERROUS ALLOY, STAINLESS  |  PIPE, ALUMINUM  (INACTIVE, PLEASE SEE COMMODITY CODE 658-09 EFFECTIVE JANUARY 1, 2016)  |  PIPE, BRASS, BRONZE, COPPER  |  PIPE, COPPER  (INACTIVE, PLEASE SEE COMMODITY CODE 658-22 EFFECTIVE JANUARY 1, 2016)  |  PIPE, FIBERGLASS  (INACTIVE, PLEASE SEE COMMODITY CODE 658-18 EFFECTIVE JANUARY 1, 2016)  |  PIPE, IRON, INCLUDING DUCTILE IRON PIPE AND CAST IRON PIPE  |  PIPE, PLASTIC, INCLUDING FIBER REINFORCED PLASTIC PIPE, POLYBUTYLENE PIPE, PVC  |  PIPE, POLYETHYLENE  (INACTIVE, PLEASE SEE COMMODITY CODE 658-56 EFFECTIVE JANUARY 1, 2016) (INACTIVE, PLEASE SEE COMMODITY CODE 658-60 EFFECTIVE JANUARY 1, 2016)  |  PIPE, PVC (POLYVINYL CHLORIDE) (INACTIVE, PLEASE SEE COMMODITY CODE 658-56 EFFECTIVE JANUARY 1, 2016)  |  PIPE, STAINLESS STEEL  (INACTIVE, PLEASE SEE COMMODITY CODE 658-80 EFFECTIVE JANUARY 1, 2016)  |  PIPE, STEEL, STAINLESS STEEL AND WROUGHT STEEL  |  TUBING: BRASS, BRONZE, AND COPPER (SEE 570-91 FOR STRUCTURAL TUBING)  |  TUBING, PLASTIC AND PVC  |  TUBING, STAINLESS STEEL (SEE 570-91 FOR STRUCTURAL TUBING)  |  PIPE AND TUBING FITTINGS  |  ADAPTERS  |  BENDS  |  BUSHINGS  |  CAPS  |  CONNECTORS  |  COUPLINGS  |  CROSSES, CROSSOVERS, CURVES  |  ELBOWS, STEEL  |  ELBOWS, OTHER THAN STEEL  |  ELLS  |  FERRULES, FLANGES, GLANDS  |  HUBS, INCREASERS, INSERTS, JOINTS  |  LATERALS, NIPPLES  |  SADDLES, SLEEVES, STRAPS"
"AGP & SONS, INC.","918 CHARLES DR","TOMS RIVER","NJ","8753","FRANK POULOS","(732)864-1717","AGPSONS@GMAIL.COM","PLUMBING","PLUMBING EQUIPMENT, FIXTURES, AND SUPPLIES"
"JOSEPH R. DELGADO, INC. (AKA) DELGADO ELECTRIC","1869 GALLAGHER DRIVE","VINELAND","NJ","8360","JOSEPH DELGADO","(856)692-8606","JRDELGADO@DELGADOELECTRIC.NET","COMMERCIAL, INDUSTRIAL ELECTRICAL CONTRACTOR","PAPER, CHEMICALS, AND SUPPLIES. THERMAL PROCESS COPYING MACHINES, (SEE 305-39 FOR DIAZO PROCESS COPY MACHINES)  |  CONSTRUCTION SERVICES, GENERAL, INCLUDING MAINTENANCE AND REPAIR SERVICES)"
"CHARLES MANN GENERAL CONTRACTING, INC.","625 COUNTY RD 513","PITTSTOWN","NJ","8867","CHARLES  MANN","(908)735-6636","KATIE@CHARLESMANNCONTRACTING.COM","COMMERCIAL GENERAL CONTRACTING","CONSTRUCTION SERVICES, TRADES, NEW CONSTRUCTION"
"WATERPROOFING SYSTEMS NORTHEAST, LLC","1221 US HWY 22 EAST,  UNIT 2","LEBANON","NJ","8833","PETER WEISS","(908)236-7970","CINDYT@WSNELLC.COM","COMMERCIAL WATERPROOFING CONTRACTOR I.E. FOUNDATIONS, SLABS, JOINT SEALANTS, DECK COATINGS & EXPANSION JOINTS","CORN  |  JOINT SEALANTS: ASPHALT, ELASTOMERIC MATERIALS, GLASS FILAMENT, IMPERVIOUS MEMBRANES, PLASTIC, RUBBER, SILICONES, WATER STOPS, ETC.  |  WATERPROOFING MEMBRANE AND BASE SHEET  |  CONSTRUCTION SERVICES, TRADES, NEW CONSTRUCTION  |  WATERPROOFING SYSTEMS AND REPAIR"
"ANS GEO, INC.","4405 SOUTH CLINTON AVE, SUITE A","SOUTH PLAINFIELD","NJ","7080","VATSAL SHAH","(908)754-8800","CONTACTUS@ANSGEO.COM","ENGINEERING CONSULTING","HOPS  |  FERTILIZER APPLICATORS AND FITTINGS: LIQUID AND GAS  |  TRACTOR (FARM AND GARDEN) PARTS  |  GEOTECHNICAL - SOILS  |  C.I.P., SOIL INVESTIGATION  |  CIVIL ENGINEERING  |  FORENSIC ENGINEERING  |  FOUNDATION ENGINEERING  |  GEOTECHNICAL ENGINEERING  |  SAMPLING AND SAMPLE PREPARATION SERVICE, FOR TESTING  |  ASPHALT SAMPLING AND INSPECTION SERVICES  |  SOIL SAMPLING AND PREPARATION SERVICES  |  WATER SAMPLING AND ANALYSIS SERVICES  |  CONCRETE TESTING SERVICES"
"STATEWIDE STRIPING CORPORATION","499 POMEROY ROAD","PARSIPPANY","NJ","7054","CATHY WOJTACH","(973)428-0600","CATHY@STATEWIDESTRIPING.COM","PAVEMENT MARKINGS","MARKING COMPOUND, THERMOPLASTIC AND MARKING POWDER  |  CONSTRUCTION SERVICES, HEAVY, INCLUDING MAINTENANCE AND REPAIR SERVICES"
"EASTERN MILLWORK, INC.","143 CHAPEL AVE","JERSEY CITY","NJ","7305","ANDREW  CAMPBELL","(201)763-8024","VSPINELLI@EASTERN-MILLWORK.COM","CUSTOM ARCHITECTURAL MILLWORK SUBCONTRACTOR","MILLWORK: COUNTERS, CUSTOM-MADE CABINETS, SHELVES, STAIRS, ETC."
"HMR ARCHITECTS, P.A.","821 ALEXANDER ROAD SUITE 115","PRINCETON","NJ","8540","SUZANNE REISS","(609)452-1070","REISS@HMR-ARCHITECTS.COM","ARCHITECTURAL SERVICES","COUNTERS, ACRE  |  ARCHITECTURAL SERVICES, PROFESSIONAL  |  ARCHITECT SERVICES, PROFESSIONAL, (NOT OTHERWISE CLASSIFIED), INCLUDING CONSULTING  |  HISTORICAL PRESERVATION  |  C.I.P., ARCHITECTURAL AND ENGINEERING SERVICES"
"M & E ENGINEERS INCORPORATED","26 WEST HIGH STREET","SOMERVILLE","NJ","8876","DREW DEPALMA","(908)526-5700","DDEPALMA@MEENGINEERS.COM","MECHANICAL AND ELECTRICAL ENGINEERING, ENERGY CONSULTING, AND COMMISSIONING SERVICES.","PROCESSING MACHINERY AND EQUIPMENT AGRICULTURAL ENVIRONMENTAL: ANEROBIC DIGESTERS, WASTE TO ENERGY  |  TREE AND ROOT CUTTERS AND STUMP GRINDERS, TRACTOR MOUNTED  |  AGRICULTURAL EQUIPMENT AND IMPLEMENT PARTS  |  ENERGY CONSERVATION CONSULTING  |  ENGINEERING CONSULTING  (INACTIVE, PLEASE SEE COMMODITY CODE 907-40 EFFECTIVE JANUARY 1, 2016)  |  SYSTEM IMPLEMENTATION AND ENGINEERING SERVICES  |  ENGINEERING SERVICES, PROFESSIONAL  |  AIR CONDITIONING ,HEATING AND VENTILATING ENGINEERING  |  COLD STORAGE, REFRIGERATION, FAST FREEZE ENGINEERING  |  CONTROL SYSTEMS ENGINEERING  |  ELECTRICAL ENGINEERING, INCLUDING COGENERATION DESIGN SERVICES  |  ENGINEER SERVICES, PROFESSIONAL (INACTIVE, EFFECTIVE JANUARY 1, 2016)  |  ENERGY MANAGEMENT ENGINEERING  |  FACILITIES DESIGN ENGINEERING  |  FIRE PROTECTION ENGINEERING  |  GAS SYSTEMS, PROPANE, NATURAL, ETC. ENGINEERING  |  GENERAL CONSTRUCTION: MANAGEMENT, SCHEDULING, COST ESTIMATION ENGINEERING  |  MECHANICAL ENGINEERING  |  PETROLEUM AND FUEL STORAGE AND DISTRIBUTION ENGINEERING  |  POWER GENERATION, TRANSMISSION, DISTRIBUTION ENGINEERING  |  SECURITY SYSTEMS; INTRUDER AND SMOKE DETECTION ENGINEERING  |  TELEPHONE SYSTEMS ENGINEERING  |  UTILITIES, GAS, STEAM, ELECTRIC ENGINEERING"
"ALIANO BROTHERS GENERAL CONTRACTORS INC","2560 INDUSTRIAL WAY","VINELAND","NJ","8360","MICHAEL ALIANO","(856)794-9490","ASHLEY@ALIANOCONSTRUCTION.COM","WE ARE A UNION COMMERCIAL GENERAL CONTRACTING BUSINESS WORKING PRIMARILY FROM CENTRAL JERSEY (MERCER CO.) TO CAPE MAY COUNTY","ACOUSTICAL TILE, ALL TYPES, INCLUDING RECYCLED TYPES  |  GENERAL CONSTRUCTION: MANAGEMENT, SCHEDULING, COST ESTIMATION ENGINEERING"
"VISUAL GRAPHIC SYSTEMS, INC.","330 WASHINGTON AVE","CARLSTADT","NJ","7072","PAUL THEODORE","(201)528-2229","PTHEODORE@VGS-INC.COM","DESIGN, GRAPHICS, FIXTURE, STORE DECOR, AND DISPLAY MANUFACTURER","SIGNAGE, ADVERTISING TYPE, INTERIOR AND EXTERIOR"
"B PUNTASECCA, INC.","210 WILLOW AVE","HACKENSACK","NJ","7601","WILLIAM PUNTASECCA","(201)489-5433","BPUNTASECCA@GMAIL.COM","GENERAL CONSTRUCTION WITH AN EMPHASIS ON TECHNICAL, MECHANICAL AND SPECIALTY","ARCHITECTURAL AND ENGINEERING SERVICES, NON-PROFESSIONAL  |  BUILDING CONSTRUCTION SERVICES, NEW, INCLUDING MAINTENANCE AND REPAIR SERVICES  |  BUILDING MAINTENANCE, INSTALLATION AND REPAIR SERVICES  |  CONSTRUCTION SERVICES, GENERAL, INCLUDING MAINTENANCE AND REPAIR SERVICES)  |  CONSTRUCTION SERVICES, HEAVY, INCLUDING MAINTENANCE AND REPAIR SERVICES  |  CONSTRUCTION SERVICES, TRADES, NEW CONSTRUCTION  |  PAVEMENT DATA COLLECTION SERVICES  |  RELOCATION AND OR REMOVAL SERVICES FOR UTILITY WORKS  |  SNOW AND ICE REMOVAL SERVICES  |  STORM DRAIN CLEANING, REPAIR, AND SLUDGE REMOVAL SERVICES"
"E2 PROJECT MANAGEMENT LLC","87 HIBERNIA AVE","ROCKAWAY","NJ","7866","JASON SMOLINKSI","(973)299-5200","JASON.SMOLINSKI@E2PM.COM","ENGINEERING, ENVIRONMENTAL SERVICES, LAND DEVELOPMENT/SITE PLANNING, LAND SURVEYING, NATURAL RESOURCE MANAGEMENT, LINEAR DEVELOPMENT, CULTURAL RESOURCES","AGRICULTURAL CROPS AND GRAINS, PURCHASED LOCALLY  |  BARLEY  |  HOPS  |  FERTILIZER APPLICATORS AND FITTINGS: LIQUID AND GAS  |  BUILDINGS AND STRUCTURES: FABRICATED AND PREFABRICATED  |  ENVIRONMENTAL PROTECTIVE EQUIPMENT, INSIDE AND OUTSIDE  |  ARCHITECTURAL AND ENGINEERING SERVICES, NON-PROFESSIONAL  |  CONSULTING SERVICES  |  ENGINEERING SERVICES, PROFESSIONAL  |  CIVIL ENGINEERING  |  ENVIRONMENTAL ENGINEERING  |  ENVIRONMENTAL AND ECOLOGICAL SERVICES  |  AIR QUALITY MONITORING SERVICES  |  CONTAMINATED SOIL SERVICES  |  ECOLOGICAL SERVICES  |  ENVIRONMENTAL SERVICES (NOT OTHERWISE CLASSIFIED)  |  SAMPLING AND SAMPLE PREPARATION SERVICE, FOR TESTING  |  WATER SAMPLING AND ANALYSIS SERVICES"
"SHT CORP. (AKA) T/A SOMERSET HILLS TOWING","19 FINDERNE AVENUE","BRIDGWATER","NJ","8807","MICHAEL BESSASPARIS","(732)748-0845","RROSCOE@SOMERSETHILLSTOWING.COM","TOWING & RECOVERY","RESPONSE AND RECOVERY SERVICES, ROADWAY INCIDENT  |  VEHICLE TOWING AND STORAGE"
"FRANK H LEHR ASSOCIATES","101 SOUTH HARRISON ST","EAST ORANGE","NJ","7018","LOUIS ADELSOHN","(973)673-2520","JERRYA@FHLEHR.COM","CONSULTING CIVIL ENGINEERING PROVIDING SERVICES TO GOVERNMENT & PRIVATE ENTITIES","FERTILIZER APPLICATORS AND FITTINGS: LIQUID AND GAS  |  TRACTOR (FARM AND GARDEN) PARTS  |  APPLICATION SOFTWARE, (NOT OTHERWISE CLASSIFIED), MICROCOMPUTER  |  ARCHITECTURAL SOFTWARE, MICROCOMPUTER  |  BAR CODE SOFTWARE, MICROCOMPUTER  |  BUSINESS SOFTWARE, MISC.: AGENDA, LABELS, MAIL LIST, PLANNING, SCHEDULING, ETC., MICROCOMPUTER  |  COMMUNICATIONS: NETWORKING, LINKING, ETC. (INCLUDES CLUSTERING SOFTWARE), MICROCOMPUTER  |  COMPUTER AIDED DESIGN (CAD) AND VECTORIZATION SOFTWARE, MICROCOMPUTER  |  DATABASE SOFTWARE, MICROCOMPUTER  |  EXPERT SYSTEM SOFTWARE, MICROCOMPUTER  |  E-COMMERCE SOFTWARE, MICROCOMPUTER  |  INTEGRATED SOFTWARE, MICROCOMPUTER  |  LAW ENFORCEMENT SOFTWARE, MICROCOMPUTER  |  LIBRARY INFORMATION MANAGEMENT AND LIBRARY CATALOG DATABASE SOFTWARE, MICROCOMPUTER  |  PERSONNEL SOFTWARE, MICROCOMPUTER  |  PROJECT MANAGEMENT SOFTWARE, MICROCOMPUTER  |  SOFTWARE, MICROCOMPUTER (NOT OTHERWISE CLASSIFIED)  |  UTILITIES: BACK-UP, BATCH FILE, FIREWALL, MENUS, OPERATING SYSTEM, NETWORK OPERATING SYSTEM, NETWORK MANAGEMENT, RECOVERY, SCREEN, SECURITY, VIRUS PROTECTION, ETC., MICROCOMPUTER  |  COMPUTER SOFTWARE CONSULTING  |  COMPUTER NETWORK CONSULTING  |  CONSTRUCTION CONSULTING  |  ENGINEERING CONSULTING  (INACTIVE, PLEASE SEE COMMODITY CODE 907-40 EFFECTIVE JANUARY 1, 2016)  |  MANAGEMENT CONSULTING  |  APPLICATIONS SOFTWARE, MAIN FRAME SERVER SYSTEMS  |  APPLICATIONS SOFTWARE FOR MICROCOMPUTER SYSTEMS: BUSINESS, MATHEMATICAL AND STATISTICAL, MEDICAL, SCIENTIFIC, ETC.  |  APPLICATIONS SOFTWARE, MAINFRAMES AND SERVERS  |  ECOMMERCE SOFTWARE DEVELOPMENT SERVICES  |  FACILITIES MANAGEMENT SERVICES, COMPUTER  |  MAPPING AND GEOGRAPHICAL INFORMATION SYSTEMS (GIS) SERVICES, DIGITIZED, CARTOGRAPHY (SEE 962-52 FOR STANDARD MAPPING SERVICES)  |  PROGRAMMING SERVICES, COMPUTER, INCLUDING MOBILE DEVICE APPLICATIONS  |  SYSTEMS AND EXECUTIVE SOFTWARE, MICROCOMPUTER  |  ENGINEERING SERVICES, PROFESSIONAL  |  CIVIL ENGINEERING  |  CONCRETE ENGINEERING  |  DRAINAGE ENGINEERING  |  FIELD ENGINEERING  |  FOUNDATION ENGINEERING  |  GEOTECHNICAL ENGINEERING  |  HIGHWAYS, STREETS, AIRPORT PAY-PARKING LOTS ENGINEERING  |  INSPECTING, GENERAL ENGINEERING  |  STRUCTURAL ENGINEERING"
"WARREN LIGHTNING ROD COMPANY","2 RICHEY AVENUE","COLLINGSWOOD","NJ","8107","TIM HUMENIUK","(856)854-7000","TIMH@WLRC.NET","DESIGN, INSTALL AND INSPECT LIGHTNING PROTECTION SYSTEMS.","ARRESTERS, LIGHTNING"
"PPW CONTRACTING, INC.","170 OBERLIN AVENUE NORTH, UNIT 11","LAKEWOOD","NJ","8701","DARLA BRADEN","(732)886-9555","LREUL@PREFERREDPOWERWASH.COM","WE DO SEASON SNOW REMOVAL SERVICES - SHOVELING AND SNOW THROWING","ICE AND SNOW REMOVAL CHEMICALS (SEE 775-45 FOR ROAD SALT)  |  BUILDING MAINTENANCE, INSTALLATION AND REPAIR SERVICES  |  BUILDING CLEANING SERVICES, EXTERIOR  |  AIR DUCT CLEANING SERVICES  |  CARPET CLEANING, DYEING, INSTALLATION AND REPAIR SERVICES  |  JANITORIAL AND CUSTODIAL SERVICES  |  MAINTENANCE AND REPAIR SERVICES, BUILDING (NOT OTHERWISE CLASSIFIED)  |  PAINTING, MAINTENANCE AND REPAIR SERVICES, INCLUDING CAULKING  |  REMODELING AND ALTERATION SERVICES  |  ROOFING, GUTTERS, AND DOWNSPOUTS MAINTENANCE AND REPAIR SERVICES  |  WINDOW WASHING SERVICES  |  PAINTING AND WALLPAPERING  |  ROOFING AND SIDING  |  FURNISHINGS, ALL KINDS, MAINTENANCE AND REPAIR  |  WEED AND BRUSH CONTROL SERVICES  |  MISCELLANEOUS SERVICES, NO. 1 (NOT OTHERWISE CLASSIFIED)  |  SNOW AND ICE REMOVAL SERVICES  |  STORM DRAIN CLEANING, REPAIR, AND SLUDGE REMOVAL SERVICES  |  STREET SWEEPING SERVICES  |  STREETSCAPING SERVICES (INACTIVE, EFFECTIVE JANUARY 1, 2016)  |  STREET LIGHT MAINTENANCE AND REPAIR  |  CLEANING OF AMUSEMENT AREAS, EXPOSITION CENTERS, GROUNDS, PARKS, PICNIC AREAS, REST AREAS, ETC.  |  CLEANING OF ROADSIDE PARK, REST STOP AREAS INCLUDING PRIVY VAULTS, SEPTIC TANKS AND TRASH CANS  |  LITTER REMOVAL SERVICES, INCLUDING BEACH CLEANING, (SEE 910-27 FOR BUILDINGS)"
"REPORTE HISPANO LLC","42 DORANN AVE","PRINCETON","NJ","8540","CARA HUGHES MARCANO","(609)933-1400","CARAMARCANO@REPORTEHISPANO.COM","MARKETING, ADVERTISING, TRANSLATION, CONSULTING, HISPANIC MARKETING, MULTICULTURAL MARKETING, ADVERTISING AND MEDIA PLANNING AND BUYING","DESKTOP PUBLISHING, MICROCOMPUTER  |  DESKTOP PUBLISHING, MAINFRAMES AND SERVERS  |  PUBLICATIONS, AUDIOVISUAL MATERIALS, BOOKS, TEXTBOOKS, PREPARED MATERIALS ONLY  |  COMMUNICATIONS AND MEDIA RELATED SERVICES  |  COMMUNICATIONS MARKETING SERVICES  |  MEDIA CLIPPINGS, OUTTAKES, CRITIQUES, SUMMARIES, LEGISLATIVE BILL TRACKING SERVICES, ETC., INCLUDING STATE, LOCAL, OUT-OF-STATE AND INTERNATIONAL  |  NEWSPAPER AND PUBLICATION ADVERTISING, NON-LEGAL  |  WEB PAGE DESIGN AND/OR MANAGEMENT SERVICES  |  MARKETING CONSULTING  |  MARKETING SERVICE, INCLUDING DISTRIBUTION, PUBLIC OPINION SURVEYS, RESEARCH, SALES PROMOTIONS, ETC.  |  TRANSLATION SERVICES, ALL LANGUAGES  |  OFFSET PRINTING, GENERAL, LARGE PRODUCTION RUNS ON LARGE OR WEB PRESS (QUAN. OVER 100,000), ONE OR MORE COLORS, NO 4 COLOR PROCESSES OR CLOSE REGISTRATION REQUIRED, MAY EXCEED 11 X 17 IN. AND HAVE LARGE SOLIDS  |  PUBLICATIONS PRINTED ON NEWSPRINT OR GROUNDWOOD PAPER STOCK (QUAN. UP TO 100,000)"
"MELILLO & BAUER ASSOCIATES, INC.","200 UNION AVE","BRIELLE","NJ","8730","LIZ SCOPELLITI","(732)528-0664","LSCOPELLITI@MBCLA.DESIGN","LANDSCAPE ARCHITECTURAL AND DESIGN SERVICES FOR BOTH COMMERCIAL AND RESIDENTIAL PROPERTIES.","GRAPHIC DESIGN, ARCHITECTURAL SERVICES  |  LANDSCAPE, ARCHITECTURAL SERVICES  |  LAND DEVELOPMENT AND PLANNING, ARCHITECTURAL SERVICES  |  PLANNING, URBAN, COMMUNITY, REGIONAL, AREA WIDE, AND STATE  |  PLANNING, SITE, INSTALLATION AND PROJECT  |  RECREATION FACILITIES, PARKS, MARINAS, ETC., ARCHITECTURAL SERVICES"
"WOJCHIK ELECTRIC, INC. (AKA) WOJCHIK ELECTRIC, INC","288 WEST RAILWAY AVE","PATERSON","NJ","7503","JOHN WOJCHIK","(973)345-3232","JOHN@WOJCHIK.COM","ELECTRICAL WIRING ON NEW AND EXISTING BUILDINGS","WIRING AND OTHER ELECTRICAL MAINTENANCE AND REPAIR SERVICES  |  CONSTRUCTION SERVICES, TRADES, NEW CONSTRUCTION"
