"business_name","business_address","business_city","business_state","business_zip","contact_name","primary_phone","email_address","major_field_of_operation","commodity_code_description"
"WEST SHORE TRUCKING INC","2 KINSEY PLACE","STATEN ISLAND","NY","10303","CHRISTINA EUGENIO","(718)273-0657","CHRISTINA@WESTSHORETRUCKING.COM","WEST SHORE TRUCKING INC PROVIDES CUSTOMERS WITH HAULING & DUMPING/DISPOSING NON-HAZARDOUS MATERIALS USING COMPANY OWNED DUMP TRUCKS.","MISCELLANEOUS SERVICES, NO. 1 (NOT OTHERWISE CLASSIFIED)"
"TOLL INTERNATIONAL LIMITED LIABILITY COMPANY","65 CENTRAL PARK W, SUITE 15A","NEW YORK","NY","10023","NURE AIZA","(212)920-4115","NURE.AIZA@TOLLINTL.COM","CIVIL ENGINEERING CONSULTING","BUSINESS SOFTWARE, MISC.: AGENDA, LABELS, MAIL LIST, PLANNING, SCHEDULING, ETC., MICROCOMPUTER  |  PROGRAMMING: BASIC, ASSEMBLER, ETC., SOFTWARE, MAINFRAMES AND SERVERS  |  PROJECT MANAGEMENT SOFTWARE, MAINFRAMES AND SERVERS  |  PLANNING, SITE, INSTALLATION AND PROJECT  |  ADMINISTRATION OF CONTRACTS: SUMMARY OF WORK, QUALITY CONTROL, PROJECT CLOSEOUT, ETC.  |  CONSTRUCTION CONSULTING  |  QUALITY ASSURANCE AND CONTROL CONSULTING  |  CIVIL ENGINEERING  |  GENERAL CONSTRUCTION: MANAGEMENT, SCHEDULING, COST ESTIMATION ENGINEERING  |  CONSTRUCTION MANAGEMENT SERVICES  |  PROJECT MANAGEMENT SERVICES  |  COST ESTIMATING  |  PROGRAM AND PROJECT DEVELOPMENT AND MANAGEMENT SERVICES (INACTIVE, PLEASE SEE COMMODITY CODE 958-77 EFFECTIVE JANUARY 1, 2016)"
"EVENSONBEST, LLC","55 5TH AVENUE","NEW YORK","NY","10003","MICHAEL CIGANEK","(212)549-8000","MCIGANEK@EVENSONBEST.COM","CONTRACT FURNITURE PROCUREMENT DISTRIBUTORSHIP","FURNITURE: OFFICE"
"RAYMOND/RAYMOND ASSOCIATES","44 ST. JOHN STREET","GOSHEN","NY","10924","JESSE  PENNINGS","(845)360-5112","JESSE@RRADESIGNS.COM","DESIGN AND CONSULTING FIRM FOR THE FOODSERVICE INDUSTRY.","CAFETERIA AND KITCHEN EQUIPMENT, COMMERCIAL  |  DESIGN BUILD, ARCHITECTURAL SERVICES (INACTIVE, EFFECTIVE JANUARY 1, 2016)  |  INTERIOR DESIGN, DECORATING, SPACE PLANNING, EXHIBITS AND DISPLAYS  |  DESIGN SERVICES  |  FOOD SERVICE CONSULTING"
"WILLIAM W.  PROFESSIONAL STAFFING LLC","185-10 DUNLOP AVENUE , OCCUPANT TO THE EXECUTIVE OFFICE","SAINT  ALABANS","NY","11412","SHAWNDETTA MILLER","(212)804-7908","SMILLER@WILLIAMWPROSTAFF.COM","NATIONWIDE STAFFING & RECRUITING- HEALTHCARE (NURSES, HIT, ADMIN), HR, OFFICE ADMIN SUPPORT & INFORMATION TECHNOLOGY SERVICES (ALL IT CONSULTANTS)& VARIOUS CONSULTING SERVICES. OUR SERVICES INCLUDE TEMPORARY STAFFING, DIRECT HIRE, CONTRACT TO HIRE.","C.I.P., SPECIAL CONSULTANTS  |  PERSONNEL AND EMPLOYMENT CONSULTING, HUMAN RESOURCES (INACTIVE, PLEASE SEE COMMODITY CODE 918-65 EFFECTIVE JANUARY 1, 2016)  |  PERSONNEL SERVICES, TEMPORARY"
"PUREGREEN HEALTH INC. (AKA) PUREGREEN CLEANERS","11044 207TH STREET","QUEENS VILLAGE","NY","11429","OLANIKE ISAAC","(917)518-9421","INFO@PUREECOGREENS.COM","JANITORIAL SERVICES/BUILDING MAINTENANCE AND CONSTRUCTION EG KITCHEN, WINDOWS, ROOFING","CLEANING AND WASHING EQUIPMENT: STEAM, COLD AND HOT WATER PRESSURE AND JET TYPES, PORTABLE AND STATIONARY (ALSO SEE 075-49)  |  CHEMICAL RAW MATERIALS (IN LARGE QUANTITIES PRIMARILY FOR MANUFACTURING JANITORIAL AND LAUNDRY PRODUCTS)  |  JANITORIAL SUPPLIES, GENERAL LINE  |  BUILDING CONSTRUCTION SERVICES, NEW, INCLUDING MAINTENANCE AND REPAIR SERVICES  |  JANITORIAL AND CUSTODIAL SERVICES  |  MAINTENANCE AND REPAIR SERVICES, BUILDING (NOT OTHERWISE CLASSIFIED)  |  CONSTRUCTION, PARKING LOT AND ALLEY  |  FLOORING  |  CLEANING SERVICES, STEAM AND PRESSURE"
"THE YUBA GROUP LLC","236 W. 27TH STREET","NEW YORK","NY","10001","LINDA FAN","(212)518-6166","LINDA.FAN@YUBAGROUP.COM","INDEPENDENT CONSULTING/ADVISORY SERVICES TO COLLEGES, UNIVERSITIES AND NOT-FOR-PROFITS INCLUDING PUBLICLY OFFERED TAX-EXEMPT/TAXABLE BONDS, SWAPS, BANK LOANS, LINES OF CREDIT, DEBT CAPACITY ANALYSIS, RATING STRATEGIES AND IMPLEMENTING TRANSACTIONS","FINANCE AND ECONOMICS CONSULTING  |  STRATEGIC PLANNING AND CONSULTING  |  FINANCIAL ADVISOR  |  SECURITIES AND COMMODITIES MARKET SERVICES, INCLUDING DIRECT OR INDIRECT PURCHASES, SALES AND TRANSITIONS OF EQUITIES, FIXED INCOME, OPTIONS AND DERIVATIVES  |  BUSINESS MANAGEMENT SERVICES"
"PEARLS CONSTRUCTION LLC (AKA) PEARLS CONSTRUCTION LLC","600 3RD AVE, 2ND FLOOR","NEW YORK","NY","10016","MOUSTAFA ALY","(646)271-7706","TOM@PEARLSENTERPRISE.COM","CONSTRUCTION PROJECT MANAGEMENT AND ENGINEERING CONSULTING SERVICES","GRINDING MILLS: SEED, GRAIN, DRIED VEGETABLE  |  PROJECT MANAGEMENT SOFTWARE, MICROCOMPUTER  |  ARCHITECTURAL AND ENGINEERING SERVICES, NON-PROFESSIONAL  |  ARCHITECTURAL SERVICES, NON-LICENSED (NOT OTHERWISE CLASSIFIED)  |  DRAFTING SERVICES  |  ENGINEERING SERVICES, NON-LICENSED (NOT OTHERWISE CLASSIFIED), INCLUDING CONSULTING  |  C.I.P., PRECONSTRUCTION SERVICES  |  CONSULTING SERVICES  |  CONSTRUCTION CONSULTING  |  ENVIRONMENTAL CONSULTING  |  GENERAL CONSTRUCTION: MANAGEMENT, SCHEDULING, COST ESTIMATION ENGINEERING  |  CONSTRUCTION MANAGEMENT SERVICES"
"COMPLIANCE SOLUTIONS OF NJ LLC","2110 COLLEGE AVENUE","ELMIRA HEIGHTS","NY","14903","TRISHA FREEMAN","(888)551-1591","TRISHA.FREEMAN@COMPLIANCESOLUTIONSPRO.COM","COMPLIANCE SOLUTIONS IS A CERTIFIED 

WOMEN BUSINESS ENTERPRISE (WBE), 

THAT SPECIALIZES IN STAFFING AND COMPLIANCE SOLUTIONS","MISCELLANEOUS PRODUCTS (NOT OTHERWISE CLASSIFIED)  |  CONTRACTOR COMPLIANCE MONITORING SERVICES  |  COMPLIANCE CONSULTING, INCLUDING AMERICAN DISABILITIES ACT (ADA)  |  PERSONNEL SERVICES, TEMPORARY"
"AUTOMATED ELEVATOR SYSTEMS LLC (AKA) AUTOMATED ELEVATOR SYSTEMS LLC","659 JERSEY AVE","GREENWOOD LAKE","NY","10925","JACQUELINE DOYLE","(845)595-1063","AUTOMATEDELEV@GMAIL.COM","WE MAINTAIN, INSTALL AND REPAIR ESCALATORS AND ELEVATORS.","ELEVATORS, ESCALATORS, AND MOVING WALKS, BUILDING TYPE  |  ELEVATORS, DUMBWAITER  |  ESCALATORS  |  ELEVATORS, FREIGHT  |  MONITORS, ELEVATOR AND ESCALATOR  |  ELEVATORS, PASSENGER  |  CONVEYING SYSTEMS: ELEVATORS, LIFTS, ETC.  |  ELEVATOR INSTALLATION, MAINTENANCE, REPAIR AND INSPECTION SERVICES  |  CONSTRUCTION SERVICES, GENERAL, INCLUDING MAINTENANCE AND REPAIR SERVICES)  |  CONSTRUCTION SERVICES, TRADES, NEW CONSTRUCTION  |  ELEVATOR, ESCALATOR, MOVING WALKS CONSULTING  |  LAUNDRY EQUIPMENT"
"LC INTERPRETING SERVICES LLC","99 HUDSON STREET, 5TH FLOOR","NEW YORK","NY","10013","LYDIA CALLIS","(917)210-5804","INFO@SIGNNEXUS.COM","PROVIDING ON-SITE SIGN LANGUAGE INTERPRETING SERVICES AND CART TRANSCRIPTION SERVICES FOR DEAF, DEAFBLIND, AND HARD OF HEARING INDIVIDUALS THROUGHOUT THE NYC METROPOLITAN REGION AND NEW JERSEY. REMOTE SERVICES AVAILABLE NATIONWIDE","CAPTIONED SERVICES FOR THE HEARING IMPAIRED  |  INTERPRETER SERVICES, FOREIGN LANGUAGE, HEARING IMPAIRED, ETC., (SEE ITEM 17 FOR INTERPRETER SERVICES - ELECTRONICALLY ASSISTED)  |  SIGN LANGUAGE SERVICES FOR THE HEARING IMPAIRED  (INACTIVE, PLEASE SEE COMMODITY CODE 961-46 EFFECTIVE JANUARY 1, 2016)"
"SUPREME A. SECURITY LLC (AKA) SUPREME SECURITY SERVICE INC","1931 MOTT AVE , SUITE 405","FAR ROCKAWAY","NY","11691","CORRINE SMITH","(718)600-9919","SUPREMEACADEMY@AOL.COM","WE PROVIDE SECURITY GUARD SERVICES FOR THE INDUSTRY OF RESIDENTIAL AND CONTRUCTION SITE","CONCESSIONS, CATERING, VENDING: MOBILE AND STATIONARY  |  SECURITY, FIRE, SAFETY, AND EMERGENCY SERVICES, INCLUDING DISASTER DOCUMENT RECOVERY  |  GUARD AND SECURITY SERVICES"
"RASCON ASSOCIATES LLC","1115 BROADWAY, ST12","NEW YORK","NY","10010","ANNE RASCON","(646)378-7837","ANNE@RASCON.NYC","MANAGEMENT CONSULTING SERVICES TO PUBLIC AND PRIVATE SECTOR WORKFORCE DEVELOPMENT ORGANIZATIONS, INCLUDING WORKFORCE DEVELOPMENT BOARDS: STRATEGIC PLANNING, PROGRAM DESIGN, WORKFORCE INFORMATION TECHNOLOGY SYSTEMS.","CONSULTING SERVICES  |  ADMINISTRATIVE CONSULTING  |  BUSINESS MANAGEMENT SERVICES"
"FEDERATED NATIONAL LAND, LLC","39 BROADWAY , SUITE 2250","NEW YORK","NY","8831","MICHAEL BENZI","(212)796-4280","MICHAEL.BENZI@FEDERATEDNL.COM","FEDERATED NATIONAL LAND IS A FULL SERVICE TITLE INSURANCE AGENCY","TITLE INSURANCE"
"FCL MANAGMENT, INC.","8520 GASKIN ROAD","BALDWINSVILLE","NY","13027","HEIDI LIEBI ROOT","(201)914-0010","HLIEBI@FCLMANAGEMENT.COM","PROJECT MANAGEMENT AND OPERATIONAL SUPPORT","PROCESSING MACHINERY AND EQUIPMENT AGRICULTURAL ENVIRONMENTAL: ANEROBIC DIGESTERS, WASTE TO ENERGY  |  PROJECT MANAGEMENT SOFTWARE, MICROCOMPUTER  |  CONSTRUCTION MANAGEMENT SERVICES"
"GEMBA SECURITY SOLUTIONS,  LIMITED LIABILITY COMPANY","22 SOMERSET LANE","WARWICK","NY","10990","DEBI PARKER","(845)418-2866","DPARKER@GEMBASECURITY.COM","FULL-SERVICE DESIGN/BUILD FIRM PROVIDING FULLY INTEGRATED SOLUTIONS CONSISTING OF SYSTEM DESIGN, ENGINEERING, EQUIPMENT PROCUREMENT, SYSTEM INSTALLATION, SYSTEM PROGRAMMING, CLIENT TRAINING, SYSTEM MAINTENANCE & SERVICE.","ACCESS CONTROL SYSTEMS AND SECURITY SYSTEMS  |  SURVEILLANCE AND COUNTERSURVEILLANCE EQUIPMENT AND SUPPLIES  |  INTERCOM SYSTEMS, GROUP, FOR PANEL DISCUSSIONS, SCHOOLROOMS, HOSPITAL ROOMS, ETC.  |  PAGING SYSTEMS, LOUD SPEAKER TYPE  |  PUBLIC ADDRESS SYSTEMS, STATIONARY  |  COMMUNICATION SYSTEMS, INTEGRATED, INCLUDING TELEPHONE, CLOCK, INTERCOM, ETC.  |  INSTALLATION OF SECURITY AND ALARM  EQUIPMENT"
"BABATEK INC. (AKA) D/B/A IMPETUS","137 KREISCHER ST FL 2","STATEN ISLAND","NY","10309","BINDU MADIRAJU","(732)609-1836","BINDU@IMPETUSUSA.COM","WE ARE IN IT STAFFING AND CONSULTING SERVICES.","INTEGRATED HARDWARE-SOFTWARE I.T. SOLUTION, MICROCOMPUTER  |  COMPUTER SOFTWARE FOR MICROCOMPUTERS, SYSTEMS, INCLUDING CLOUD-BASED (PREPROGRAMMED)  |  APPLICATION SOFTWARE, (NOT OTHERWISE CLASSIFIED), MICROCOMPUTER  |  INTERNET, WEB SITE AND MOBILE APPLICATION DEVELOPMENT SOFTWARE, MICROCOMPUTER  |  PROJECT MANAGEMENT SOFTWARE, MICROCOMPUTER  |  SOFTWARE, MICROCOMPUTER (NOT OTHERWISE CLASSIFIED)  |  CONSULTING SERVICES  |  COMPUTER SOFTWARE CONSULTING  |  COMPUTER NETWORK CONSULTING  |  CONSULTING SERVICES (NOT OTHERWISE CLASSIFIED)  |  HUMAN RESOURCES, RELATIONS CONSULTING  |  IT CONSULTING, (NOT OTHERWISE CLASSIFIED)  |  TRAINING, COMPUTER BASED, SOFTWARE SUPPORTED  |  COURSE DEVELOPMENT SERVICES, INSTRUCTIONAL AND TRAINING  |  EXAMINATION AND TESTING SERVICES  |  FOR CREDIT CLASSES, SEMINARS, WORKSHOPS, ETC.  |  IN-SERVICE TRAINING, EMPLOYEES  |  SCHOOL OPERATION AND MANAGEMENT SERVICES  |  TUTORING SERVICES  |  ASSISTED LIVING SERVICES  |  EMPLOYMENT AGENCY AND SEARCH FIRM SERVICE, INCLUDING BACKGROUND INVESTIGATIONS AND DRUG TESTING FOR EMPLOYMENT"
"GREEN VALLEY GROUP INC","180 CONVENT RD","NANUET","NY","10954","BOGAR RIVERA","(201)538-1244","BOGAR@GVALLEYINC.COM","LANDSCAPE CONSTRUCTION",
"INCLUSIVE COMMUNICATION SERVICES INC.","2071 ADAM CLAYTON POWELL JR BLVD, 2","NEW YORK","NY","10027","SH EDWARDS","(917)960-3804","SHELBY@INCLUSIVEASL.COM","INCLUSIVE COMMUNICATION SERVICES PROVIDES ACCESSIBILITY SERVICES FOR THE DEAF, BLIND, AND NON-ENGLISH SPEAKING, INCLUDING SPOKEN AND SIGN LANGUAGE INTERPRETATION, TRANSLATION, AND LIVE CAPTIONING.","INTERPRETER SERVICES, FOREIGN LANGUAGE, HEARING IMPAIRED, ETC., (SEE ITEM 17 FOR INTERPRETER SERVICES - ELECTRONICALLY ASSISTED)"
"BRIGHTCON INSTRUMENTATION LLC (AKA) BRIGHTCON","68 JAY STREET, SUITE 201","BROOKLYN","NY","11201","KRISTY WATSON","(917)652-2894","KRISTY@BRIGHTCONS.COM","NSTRUMENTATION AND MONITORING CONTRACTOR","FERTILIZER APPLICATORS AND FITTINGS: LIQUID AND GAS  |  PROCESSING MACHINERY AND EQUIPMENT AGRICULTURAL ENVIRONMENTAL: ANEROBIC DIGESTERS, WASTE TO ENERGY  |  STRAIN GAUGES, FORCE GAUGES, AND ASSOCIATED INSTRUMENTS: STRAIN GAUGE CONDITIONERS, STRESS-STRAIN PLOTTERS, ETC.  |  VIBRATION DETECTING AND MEASURING EQUIPMENT: GEOPHONES, SEISMIC AMPLIFIERS, SEISMOGRAPHS, ETC."
"ADNAK CONTRACTING SERVICES LLC","63 FRANKLIN STREET","SARATOGA SPRINGS","NY","12866","KANDA BURCH","(646)912-2528","KANDA.B@ADNAKUS.COM","ACS PROVIDES A FULL-SERVICE CONTRACTOR FOCUSING ON THE SUPPLY AND INSTALLATION OF CUSTOM DOORS AND HARDWARE. ACS SPECIALIZES IN CUSTOMIZED INSTALLATION OF HIGH-SECURITY, BLAST AND BALLISTIC DOORS AND HARDWARE FOR A SECURE ENVIRONMENT.","DOORS, SWINGING, INCLUDING HANDICAPPED  |  DOORS, FRAMES, AND JAMBS, STEEL  |  DOORS, NON-CORROSIVE  |  DOORS, SLIDING AND ROLLING, COMMERCIAL TYPE  |  DOOR CLOSERS, ESCUTCHEONS, EYES, HANGERS, HOLDERS, OVERHEAD AND SLIDING DOOR HARDWARE, PANIC HARDWARE, THRESHOLDS, ETC.  |  DOORS AND WINDOWS"
"APACHE LEGEND GROUP CORP.","239 LEXINGTON AVE","MOUNT KISCO","NY","10549","BILCENIA CABREJA","(917)280-9851","BILCENIA.CABREJA@APACHELEGENDGROUP.COM","GENERAL CONTRACTOR & HAZARDOUS REMEDIATION CONTRACTOR","BUILDING MAINTENANCE, INSTALLATION AND REPAIR SERVICES  |  CONSTRUCTION SERVICES, GENERAL, INCLUDING MAINTENANCE AND REPAIR SERVICES)  |  CARPENTRY  |  CLEANING, INTERIOR AND EXTERIOR, NEW CONSTRUCTION  |  CONCRETE  |  MASONRY  |  PAINTING AND WALLPAPERING  |  TILE AND MARBLE WORK, ALL TYPES"
"US AERIALS & EQUIPMENT LLC","2 ROSSMORE AVE","CENTRAL ISLIP","NY","11722","JULIA KOLOMIYETS","(631)702-3986","JULIA@USAERIALS.COM","US AERIALS & EQUIPMENT LLC IS A CONSTRUCTION AND AERIAL EQUIPMENT RENTAL COMPANY. WE ALSO PROVIDE TRUCKING, REPAIR, AND OPERATOR TRAINING SERVICES FOR THE CONSTRUCTION INDUSTRY.","AERIAL LADDERS AND TOWERS, INCLUDING BUCKETS FOR PERSONNEL  |  MISCELLANEOUS PRODUCTS (NOT OTHERWISE CLASSIFIED)  |  POWER GENERATION EQUIPMENT, ACCESSORIES, AND SUPPLIES  |  POWER TRANSMISSION EQUIPMENT:ELECTRICAL, MECHANICAL, AIR AND HYDRAULIC  |  ROAD AND HIGHWAY EQUIPMENT: EARTH HANDLING, GRADING, MOVING, PACKING, ETC.  |  EQUIPMENT MAINTENANCE AND REPAIR SERVICES FOR  AGRICULTURAL AND HEAVY INDUSTRIAL EQUIPMENT  |  EQUIPMENT MAINT, REPAIR, AND RELATED SERVICES FOR POWER GENERATION AND TRANSMISSION EQUIP.  |  RENTAL OR LEASE SERVICES OF AGRICULTURAL, AIRCRAFT, AUTOMOTIVE, MARINE,  AND HEAVY EQUIPMENT  |  AERIAL DEVICE RENTAL OR LEASE  |  CONSTRUCTION EQUIPMENT (NOT OTHERWISE CLASSIFIED) RENTAL OR LEASE  |  CRANES AND BUCKETS RENTAL OR LEASE  |  CONCRETE EQUIPMENT AND ACCESSORY RENTAL OR LEASE  |  EARTH MOVING EQUIPMENT, GRADERS, DOZERS, LOADERS, ETC. RENTAL OR LEASE  |  EQUIPMENT WITH OPERATOR, RENTAL OR LEASE  |  HYDRAULIC TOOLS AND EQUIPMENT RENTAL OR LEASE  |  MACHINERY AND HEAVY HARDWARE RENTAL OR LEASE  |  MATERIAL HANDLING EQUIPMENT AND ALLIED ITEM RENTAL OR LEASE  |  ROAD AND HIGHWAY EQUIPMENT RENTAL OR LEASE, (NOT OTHERWISE CLASSIFIED)  |  UTILITY VEHICLE RENTAL OR LEASE  |  RENTAL OR LEASE OF GENERAL EQUIPMENT (HVAC, ATHLETIC, FIRE AND POLICE PROTECTION, ETC.)  |  AIR COMPRESSORS AND ACCESSORIES RENTAL OR LEASE  |  GENERATOR RENTAL OR LEASE  |  HEATING UNITS, VENTILATING EQUIPMENT, AND ACCESSORIES RENTAL OR LEASE"
"NEW GENESIS PATHFINDER LLC","242-24 130TH ROAD","ROSEDALE","NY","11422","DIANA BENJAMIN","(718)400-6171","DIANA@NEWGENESISPATHFINDER.COM","CONSULTING SERVICES","CONSULTING SERVICES  |  ADMINISTRATIVE CONSULTING  |  BUSINESS CONSULTING  |  PUBLIC RELATIONS CONSULTING  |  CONSTRUCTION CONSULTING  |  CONSULTING SERVICES (NOT OTHERWISE CLASSIFIED)  |  DISADVANTAGED BUSINESS ENTERPRISE (DBE) OR HISTORICALLY UNDERUTILIZED BUSINESS (HUB) CONSULTING INCLUDING TECHNICAL ASSISTANCE  |  MANAGEMENT CONSULTING  |  MINORITY, WOMEN, VETERAN AND SMALL BUSINESS CONSULTING  |  STRATEGIC PLANNING AND CONSULTING"
"GM STRUCTURAL ENGINEERING PLLC (AKA) GMA ENGINEERING","41B N VILLAGE AVE","ROCKVILLE CENTRE","NY","11570","JESSICA GALBO","(917)765-8187","JGALBO@GMA-ENG.COM","ENGINEERING, PROJECT MANAGEMENT, BUSINESS MANAGEMENT","ENGINEERING SERVICES, PROFESSIONAL"
"METRO ENGINEERING LLC","165 BROADWAY, 23RD FL","NEW YORK","NY","10006","DANIEL ADLY","(718)200-6212","DA@METRONYCLLC.COM","ENGINEERING DESIGN AND INSPECTION SERVICES.","ARCHITECTURAL AND ENGINEERING SERVICES, NON-PROFESSIONAL  |  ENGINEERING SERVICES, PROFESSIONAL"
"HARDING MEDIA LLC (AKA) BRAINS ACADEMY","2527 VALENTINE AVE B5","BRONX","NY","10458","FRANCISCA HARDING","(646)761-4672","FRANCISCAHARDING@HARDINGMEDIA.ORG","SCIENCE AND BRANDING CONSULTING","EDUCATIONAL AND TRAINING SERVICES  |  COURSE DEVELOPMENT SERVICES, INSTRUCTIONAL AND TRAINING  |  EDUCATIONAL RESEARCH SERVICES"
"KAT ELECTRIC LLC","215 SENATOR STREET, APARTMENT B3","BROOKLYN","NY","11220","KATHERINE AGUASANTA","(13)478-359151","KAT.ELECTRICLLC@GMAIL.COM","DESIGN, INSTALL, AND MAINTAIN ELECTRICAL SYSTEMS IN FACILITIES E.G. RESIDENTIAL, COMMERCIAL, AND INDUSTRIAL BUILDINGS.
INSTALL AND MAINTAIN EMERGENCY AND EV SYSTEMS.","ELECTRICAL CABLE AND WIRE, NOT ELECTRONIC  |  ELECTRICAL EQUIPMENT AND SUPPLIES, EXCEPT CABLE AND WIRE"
"LEDGER LANES LLC","140 BROADWAY, FL 46","NEW YORK","NY","10005","NIEVES CHANTHASOTO","(12)125-198387","NIEVESC@LEDGERLANES.COM","OFFERS ACCOUNTING AND BUSINESS SUPPORT - FINANCIAL STATEMENT PREPARATION AND REPORTING, RECONCILIATIONS, BUDGETING, PERFORMANCE ANALYSIS, AUDIT, TAX, REGULATORY, COMPLIANCE ASSISTANCE, INTERNAL CONTROL REVIEW, PROJECTS, OPERATIONAL SYSTEM UPGRADE.","FINANCIAL SERVICES  |  ACCOUNTING AND BILLING SERVICES, INCLUDING PAYROLL SERVICES, 3RD PARTY REIMBURSEMENT FOR MEDICARE, MEDICAID, PRIVATE INSURANCE, ETC.  |  ACCOUNTING SERVICES (NOT OTHERWISE CLASSIFIED)  |  AUDIT SERVICES  |  INVESTMENT MANAGEMENT SERVICES"
"IVY ENGINEERING GROUP PLLC L.L.C.","300 E 71ST ST, SUITE 2J","NEW YORK","NY","10021","SAMIRA AYATI","(516)857-7770","SAMIRA@IVYENGINEERINGGROUP.COM","IVY IS A ENGINEERING COMPANY OFFERING ENGINEERING CONSULTING AND CONSTRUCTION MANAGEMENT SERVICES.","CIVIL ENGINEERING & MATERIALS TESTING EQUIPMENT  |  ARCHITECTURAL SERVICES, PROFESSIONAL  |  CONSULTING SERVICES  |  CIVIL ENGINEERING  |  ENGINEER SERVICES, PROFESSIONAL (INACTIVE, EFFECTIVE JANUARY 1, 2016)  |  CONSTRUCTION MANAGEMENT SERVICES"
"WINGGLEE INC (AKA) WINS","2160 N CENTRAL ROAD, STE 100-4","FORT LEE","NY","7024","NARAE  LEE","(917)686-0848","LEE@WINGGLEE.COM","CONTRACT MANUFACTURING AND DISTRIBUTION OF MEDICAL SUPPLIES","MEDICAL SUPPLIES AND PHARMACEUTICALS (NOT OTHERWISE CLASSIFIED), CBRNE  |  ANALYZER EQUIPMENT, MEDICAL (NOT OTHERWISE CLASSIFIED)"
"UPLEAF'D LLC","140 RIVERSIDE , 409","NEW YORK","NY","10069","LAURA EDER","(917)750-5648","ROB@UPLEAFD.COM","ADULT USE CANNABIS","SUPPLEMENTS, WITHOUT VITAMINS  |  PIPES, SMOKING, ALL TYPES; AND PIPE CLEANERS, FILTERS, ETC."
"SHANES, KARINDA L (AKA) TOP TIER SERVICES","352 EAST BRIGHTON AVE","SYRACUSE","NY","13210","KARINDA SHANES","(315)882-4505","TOPTIERSERVICES1658@GMAIL.COM","CONSULTING SERVICES","CONSULTING SERVICES"
"SEYLONE INC.","769 BROADWAY #1171","NEW YORK","NY","10003","DEEPAN RAJAU","(718)603-5621","INFO@SEYLONE.COM","TEST PIT EXCAVATION, BORINGS, CONSTRUCTION MANAGEMENT, GENERAL CONTRACTING, CONSULTING",
"RELIANT CARE TRANSPORT LLC","49 OLD MIDDLETOWN RD","NANUET","NY","10954","NATHANIEL GARVEY","(845)821-1653","NGARVEY@SEARCHFBE.COM","TRANSPORTATION SERVICES.","MISCELLANEOUS SERVICES, NO. 1 (NOT OTHERWISE CLASSIFIED)  |  NJ SPECIFIC SERVICES"
"THE AKA TEAM PROFESSIONAL CORPORATION (AKA) THE AKA TEAM","1306 EAST 55TH STREET","CLEVELAND","OH","44103","ARIA JOHNSON","(440)381-6857","ARIA@AKATEAM.COM","CONSTRUCTION MANAGEMENT, DIVERSITY MANAGEMENT, WATERPROOFING, AND COMMERCIAL CLEANING",
"O'CURRANCE, INC. (AKA) FUSION BPO SERVICES","4877 HIGBEE AVE NW, 2ND FLOOR","CANTON","OH","44718","NEHA KALLANI","(470)484-1349","NEHA.KEDIA@FUSIONBPOSERVICES.COM","O'CURRANCE, INC IS IN CALL CENTRE BUSINESS. IT PROVIDE OUTBOUND, INBOUND, BACK OFFICE & COLLECTION RELATED SERVICES TO ITS CLIENT.","TELECOMMUNICATORS FOR THE HEARING AND SPEECH IMPARIED"
"KDA LIGHTING SERVICES INC (AKA) LIGHTING SERVICES INC","9001 DUTTON DRIVE","TWINSBURG","OH","44087","KATHY KITCHEN","(330)405-4879","KKITCHEN@LIGHTING-SERVICESINC.COM","LIGHTING SERVICES, INC. PROVIDES TURNKEY LIGHTING AND WATER CONSERVATION RETROFIT DESIGN, PROJECT MANAGEMENT AND ELECTRICAL AND PLUMBING INSTALLATION SERVICES.","LAMPS, LIGHTING, LENS, AND SIGNALS, INTERIOR AND EXTERIOR  |  ELECTRICAL"
"DIVERSIFIED SYSTEMS INC. (AKA) DIVE","100 DORCHESTER SQUARE N, SUITE 200","WESTERVILLE","OH","43081","ARCHIE WILLIAMSON, JR","(614)476-9939","SRIEDL@DIVERSIFIEDSYSTEMS.COM","INFORMATION TECHNOLOGY","APPLICATIONS SOFTWARE, MAIN FRAME SERVER SYSTEMS  |  PROGRAMMING SERVICES, COMPUTER, INCLUDING MOBILE DEVICE APPLICATIONS"
"MOODY- NOLAN INC.","300 SPRUCE ST, SUITE 300","COLUMBUS","OH","43215","YVONNE HALL","(646)887-8971","YHALL@MOODYNOLAN.COM","ARCHITECTURAL SERVICES","COUNTERS, ACRE  |  ARCHITECTURAL SERVICES, PROFESSIONAL  |  ARCHITECT SERVICES, PROFESSIONAL, (NOT OTHERWISE CLASSIFIED), INCLUDING CONSULTING  |  INTERIOR DESIGN, DECORATING, SPACE PLANNING, EXHIBITS AND DISPLAYS  |  ARCHITECTURAL SERVICES, NON-LICENSED (NOT OTHERWISE CLASSIFIED)"
